user_id,age,gender,signup_date,last_active_date,country,subscription_type,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee
1047,56,Female,05-02-25,13-07-25,UK,Standard,28.4,94.9,3,Yes,Yes,0,9.99
1048,35,Male,28-08-23,13-07-25,USA,Premium,33.3,51.3,3,No,No,0,
1049,21,Female,19-09-22,13-07-25,India,Basic,56.5,9.4,4,No,No,1,5.99
1050,42,Female,26-06-24,13-07-25,UK,Standard,48.1,75.5,3,Yes,No,0,9.99
1051,31,Other,24-10-24,13-07-25,USA,Basic,37,49.2,5,Yes,Yes,0,5.99
1052,67,Female,23-01-23,13-07-25,France,Premium,6.5,30.2,1,No,Yes,1,14.99
1053,26,Male,,13-07-25,Germany,Standard,6.7,49.1,1,Yes,Yes,0,10.99
1054,43,Other,13-11-22,13-07-25,Canada,Standard,0.7,52.2,2,No,No,0,9.99
1055,19,Female,17-11-24,13-07-25,UK,Premium,77.4,56.3,2,Yes,No,0,13.99
1056,37,Other,12-10-23,13-07-25,France,Premium,0.9,44.1,2,No,Yes,0,
,45,Male,16-03-25,13-07-25,UK,Basic,8.7,60.6,5,No,No,1,5.99
1058,64,Female,28-02-25,13-07-25,Germany,Standard,25.5,91.9,3,Yes,No,0,9.99
1059,24,Male,26-01-24,13-07-25,Germany,Basic,64.7,36.2,3,Yes,No,0,5.99
1060,61,Other,26-12-24,13-07-25,India,Standard,77,72.6,4,Yes,No,0,10.99
1061,25,Female,08-05-23,13-07-25,Canada,Basic,63.3,89.4,5,Yes,No,0,5.99
1062,64,Other,12-07-25,13-07-25,Canada,Standard,55.4,45.6,2,Yes,No,0,9.99
1063,52,Other,30-10-22,13-07-25,UK,Premium,41.9,44.3,0,No,No,0,13.99
1064,31,Female,23-09-22,13-07-25,Germany,Basic,7.4,60.2,4,Yes,No,1,5.99
1065,34,Other,06-05-25,13-07-25,Canada,Standard,76.7,59.1,0,No,Yes,0,10.99
1066,53,Male,03-07-23,13-07-25,USA,Standard,60.8,80.7,3,Yes,Yes,0,9.99
1067,67,Other,06-10-23,13-07-25,Canada,Basic,51.3,47.6,4,No,No,0,5.99
1068,57,Male,14-11-22,13-07-25,UK,Premium,60.8,99.6,4,No,No,0,13.99
1069,21,Male,10-07-23,13-07-25,France,Premium,58.1,5.9,1,No,No,1,13.99
1070,19,Other,17-12-22,13-07-25,France,Basic,51.2,0.3,3,No,No,0,6.99
1071,23,Male,24-02-24,13-07-25,Canada,Basic,78.5,64,3,No,No,1,5.99
1072,59,Female,18-09-23,13-07-25,India,Standard,72.3,29.8,5,Yes,No,0,10.99
1073,21,Male,17-06-24,13-07-25,Germany,Standard,51.9,24,4,No,Yes,0,9.99
1074,46,Male,27-03-25,13-07-25,France,Premium,55.6,31.2,3,Yes,Yes,0,13.99
1075,35,Male,31-01-24,13-07-25,UK,Premium,4.6,25.6,4,No,No,0,13.99
1076,43,Female,23-03-23,13-07-25,UK,Premium,53.8,3.1,5,No,Yes,0,13.99
1077,61,Female,09-02-24,13-07-25,Germany,Basic,4,97.2,5,No,Yes,1,5.99
1078,51,Female,16-01-24,13-07-25,Germany,Basic,47.3,22.1,1,Yes,No,0,6.99
1079,27,Other,04-06-23,13-07-25,Germany,Basic,79.9,73.4,4,No,Yes,1,5.99
1080,53,Female,20-05-25,13-07-25,France,Premium,44.7,76.3,3,Yes,No,0,13.99
1081,31,Male,01-09-23,13-07-25,UK,Premium,38.1,92.9,3,No,Yes,0,14.99
1082,48,Female,08-07-25,13-07-25,Germany,Premium,25.4,3.1,4,No,Yes,0,14.99
1083,65,Female,09-06-25,13-07-25,France,Premium,10.1,87.2,4,No,No,0,13.99
1084,32,Male,15-04-25,13-07-25,Germany,Basic,58.6,52.7,4,No,Yes,0,5.99
1085,25,Other,01-11-22,13-07-25,UK,Standard,15.8,63.3,2,Yes,No,0,9.99
1086,31,Female,14-02-25,13-07-25,UK,Basic,9.7,64.4,3,No,Yes,0,6.99
1087,40,Other,26-03-25,13-07-25,India,Standard,34,82,5,Yes,Yes,1,10.99
1088,57,Other,05-04-23,13-07-25,Canada,Standard,63.7,33.3,3,Yes,Yes,0,10.99
1089,38,Other,20-10-24,13-07-25,USA,Basic,59.7,73.3,2,Yes,No,1,6.99
1090,33,Male,29-07-23,13-07-25,UK,Basic,4.9,52.9,4,Yes,No,1,5.99
1091,62,Other,24-03-23,13-07-25,USA,Basic,36.7,79.3,1,No,Yes,0,6.99
1092,35,Other,01-07-24,13-07-25,India,Premium,42,99.1,4,No,Yes,0,13.99
1093,64,Male,23-02-24,13-07-25,Canada,Basic,51.7,20.1,4,Yes,No,0,5.99
1094,41,Other,06-09-23,13-07-25,France,Premium,52.2,99.5,2,Yes,No,0,13.99
1095,43,Other,03-04-25,13-07-25,Canada,Standard,29.5,9,3,No,Yes,0,
1096,42,Male,17-06-25,13-07-25,Canada,Basic,45.1,0.2,4,No,Yes,1,6.99
1097,62,Male,25-11-24,13-07-25,France,Premium,38.7,4.4,3,No,No,0,13.99
1098,58,Female,20-06-23,13-07-25,India,Premium,70.9,34.2,0,Yes,No,0,14.99
1099,46,Female,11-06-25,13-07-25,Germany,Premium,42.7,63.3,5,No,Yes,0,14.99
1100,32,Female,29-11-23,13-07-25,Canada,Basic,35.6,6.9,3,No,No,0,5.99
1101,62,Other,08-10-22,13-07-25,Canada,Standard,32.7,0.6,1,Yes,Yes,0,9.99
1102,18,Other,04-07-23,,India,Basic,46,93.7,5,No,Yes,0,6.99
1103,42,Other,01-09-22,13-07-25,Germany,Premium,64.4,82.2,1,Yes,No,0,13.99
1104,24,Male,16-11-23,13-07-25,Canada,Standard,43.3,80.9,4,Yes,No,0,9.99
1105,26,Other,28-03-24,13-07-25,Canada,Standard,53.1,88.4,5,Yes,Yes,0,10.99
1106,41,Female,02-09-23,13-07-25,Germany,Standard,59.2,70,3,No,No,0,
1107,18,Male,24-10-22,13-07-25,UK,Standard,41.9,10.4,5,Yes,Yes,0,9.99
1108,61,Male,06-06-23,13-07-25,France,Premium,34.4,39.9,4,Yes,No,0,14.99
1109,25,Male,11-12-24,13-07-25,UK,Premium,70.2,72.3,2,Yes,Yes,0,13.99
1110,,Female,14-11-23,13-07-25,France,Standard,33.7,28,1,Yes,No,1,9.99
1111,28,Female,09-06-23,13-07-25,France,,37.2,68.7,4,Yes,Yes,0,9.99
1112,68,Female,27-04-25,13-07-25,Canada,Standard,,2.4,2,Yes,Yes,1,9.99
1113,34,Male,27-08-24,13-07-25,France,Standard,0.5,30.6,5,No,No,0,10.99
1114,25,Male,19-03-24,13-07-25,USA,Premium,15.2,54.9,5,Yes,No,0,13.99
1115,52,Other,07-04-25,13-07-25,Germany,Standard,31,63.2,4,No,No,1,9.99
1116,52,Other,25-06-24,13-07-25,Germany,Standard,74.6,57.7,3,Yes,No,0,9.99
1117,50,Female,20-02-23,13-07-25,USA,Basic,6.1,69.8,5,Yes,Yes,1,
1118,22,Male,29-08-23,13-07-25,Germany,Premium,1.3,0.6,3,No,Yes,0,13.99
1119,59,Other,15-02-23,13-07-25,India,Standard,4.7,10.1,3,No,Yes,0,9.99
1120,56,Female,01-08-23,13-07-25,Germany,Standard,7.5,86.9,3,Yes,No,1,9.99
1121,58,Female,02-12-24,13-07-25,Germany,Basic,3.5,68.2,0,Yes,Yes,0,6.99
1122,45,Other,28-10-24,13-07-25,Germany,Standard,38.6,11.3,2,No,No,0,9.99
1123,24,Female,26-08-23,13-07-25,France,Standard,46.7,84.2,2,No,Yes,0,9.99
1124,26,Male,07-01-25,13-07-25,UK,Standard,22.1,24.2,5,No,No,1,9.99
1125,25,Female,09-05-24,13-07-25,India,Basic,32.2,47.8,5,No,Yes,1,6.99
1126,29,Male,05-01-25,13-07-25,Germany,Premium,7.8,14.5,3,No,No,0,13.99
1127,51,Male,25-03-24,13-07-25,India,Basic,27.2,71,0,Yes,Yes,1,5.99
1128,50,Other,27-01-24,13-07-25,France,Premium,42,66.7,3,No,Yes,0,13.99
1129,65,Other,19-06-23,13-07-25,India,Basic,58.7,21.1,0,Yes,Yes,0,5.99
1130,40,Other,13-02-23,13-07-25,India,Basic,0.8,86.3,3,No,No,0,6.99
1131,41,Female,12-09-24,13-07-25,USA,Standard,37.7,40.1,1,Yes,No,0,9.99
1132,54,Other,18-08-24,13-07-25,France,Premium,24.1,29.3,1,Yes,Yes,0,
1133,52,Other,02-12-22,13-07-25,Germany,Premium,68.3,15.2,4,Yes,Yes,0,
1134,61,Female,25-09-22,13-07-25,UK,Premium,57.4,26.6,3,Yes,No,0,13.99
1135,57,Other,31-12-22,13-07-25,UK,Premium,47.3,2.2,5,Yes,No,0,14.99
1136,39,Female,08-03-23,13-07-25,UK,Standard,22.5,58.3,2,No,No,0,10.99
1137,44,Female,14-03-25,13-07-25,UK,Standard,72.9,84.2,4,No,Yes,0,10.99
1138,52,Male,19-03-23,13-07-25,Germany,Basic,4.1,54.9,5,No,Yes,0,5.99
1139,18,Male,05-06-25,13-07-25,UK,Basic,9.2,21.9,1,No,No,1,5.99
1140,52,Other,29-04-24,13-07-25,France,Standard,31.6,3.4,3,No,Yes,1,9.99
1141,54,Female,25-01-25,13-07-25,France,Basic,10.4,21.5,4,No,No,0,6.99
1142,64,Male,20-10-22,13-07-25,India,Standard,76.5,41.6,3,No,Yes,1,9.99
1143,31,Male,02-03-24,13-07-25,USA,Premium,63.9,76,1,Yes,No,0,13.99
1144,20,Male,26-02-24,13-07-25,Canada,Basic,21.1,18.8,4,Yes,No,0,5.99
1145,18,Male,24-01-25,13-07-25,UK,Standard,47.3,72,1,No,Yes,1,9.99
1146,22,Other,10-07-24,13-07-25,Canada,,78.6,86.7,0,No,No,0,13.99
1147,43,Male,12-10-24,13-07-25,Canada,Premium,70.8,45.4,1,Yes,No,1,13.99
1148,31,Other,08-08-23,13-07-25,Canada,Premium,48.3,82.1,3,No,Yes,0,13.99
1149,56,Female,19-11-24,13-07-25,India,Standard,72.3,55.5,2,Yes,Yes,1,
1150,44,Other,31-07-22,13-07-25,France,Standard,79.1,63.7,1,No,No,0,9.99
1151,26,Male,04-06-25,13-07-25,UK,Standard,59.6,52.6,5,No,Yes,0,10.99
1152,32,Female,07-01-23,13-07-25,Germany,Premium,5.7,46.3,2,Yes,No,0,13.99
1153,32,Female,07-06-25,13-07-25,India,Premium,32.4,23.5,0,Yes,No,0,13.99
1154,43,Other,25-10-24,13-07-25,France,Premium,67.1,30.3,4,No,Yes,0,14.99
1155,59,Female,01-09-23,13-07-25,Germany,Standard,18.8,29,4,No,Yes,1,10.99
1156,30,Other,04-04-25,13-07-25,France,Standard,66.5,56.3,2,No,Yes,0,9.99
1157,68,Female,24-12-23,13-07-25,UK,Basic,10.1,12,4,Yes,Yes,0,
1158,49,Other,03-01-23,13-07-25,India,Premium,4.2,91.7,1,No,No,0,
1159,56,Male,12-10-23,13-07-25,Canada,Standard,31,72.1,2,No,No,0,
1160,66,Other,19-05-24,13-07-25,India,Basic,3.4,40.1,3,No,No,1,5.99
1161,69,Other,16-03-23,13-07-25,India,Basic,76.6,15.9,1,No,Yes,0,5.99
1162,49,Male,17-06-24,13-07-25,UK,Premium,66.2,88.2,1,No,Yes,0,13.99
1163,21,Other,19-07-22,13-07-25,Canada,Premium,64.2,82.4,1,Yes,No,0,13.99
1164,47,Other,27-08-23,13-07-25,Canada,Standard,50.6,72.2,3,Yes,No,0,9.99
1165,54,Female,29-08-24,13-07-25,USA,Basic,17.7,27.2,0,Yes,No,1,6.99
1166,40,Other,17-04-23,13-07-25,USA,Premium,41.7,40.2,5,No,No,0,13.99
1167,56,Female,09-09-24,13-07-25,France,Premium,48,10.3,4,No,Yes,0,13.99
1168,62,Male,26-12-22,13-07-25,Germany,Basic,42.2,18.9,2,No,No,1,5.99
1169,32,Female,11-03-25,13-07-25,USA,Premium,21.2,78.3,0,No,No,1,14.99
1170,60,Female,20-10-23,13-07-25,UK,Basic,41.5,71.5,2,No,Yes,0,5.99
1171,46,Male,01-04-25,13-07-25,India,Basic,39.5,59.3,4,Yes,No,0,6.99
1172,53,Female,09-09-24,13-07-25,Canada,Premium,79.7,89.6,3,Yes,Yes,0,13.99
1173,30,Male,14-02-25,13-07-25,India,Basic,71.8,58.3,1,No,No,0,6.99
1174,49,Other,18-05-23,13-07-25,UK,Basic,37.3,46.7,1,Yes,No,1,
1175,24,Other,08-03-23,13-07-25,India,Standard,50,34,3,No,Yes,0,9.99
1176,68,Female,14-02-24,13-07-25,Canada,Basic,60,94,0,No,No,0,
1177,39,Other,21-03-23,13-07-25,USA,Premium,3.3,8.3,0,No,Yes,0,13.99
1178,45,Male,28-10-24,13-07-25,Germany,Basic,71.6,93.1,2,Yes,Yes,0,5.99
1179,19,Other,14-10-24,13-07-25,Canada,Basic,68.9,82.7,3,Yes,Yes,0,5.99
1180,59,Male,14-07-22,13-07-25,Canada,Premium,36.9,13,0,Yes,No,0,13.99
1181,62,Other,29-01-25,13-07-25,Canada,Basic,31.6,56.5,3,No,Yes,0,6.99
1182,23,Female,29-11-23,13-07-25,France,Basic,22.2,86.7,4,No,Yes,0,5.99
1183,45,Other,11-08-24,13-07-25,France,Basic,38.4,57.2,1,Yes,Yes,0,5.99
1184,45,Other,13-08-22,13-07-25,Canada,Premium,4,90.7,1,Yes,Yes,0,13.99
1185,61,Other,03-01-23,13-07-25,UK,Standard,68.2,94.3,1,Yes,Yes,0,9.99
1186,61,Male,28-01-24,13-07-25,Canada,Standard,3.3,42.2,3,Yes,Yes,0,9.99
1187,37,Male,03-11-23,13-07-25,France,Basic,26.7,37.7,3,Yes,No,0,6.99
1188,47,Female,20-07-23,13-07-25,France,Premium,74.6,93.6,2,Yes,Yes,0,13.99
1189,28,Male,11-10-22,13-07-25,India,Premium,58.9,67.5,1,Yes,No,0,13.99
1190,45,Other,23-07-23,13-07-25,UK,Premium,22.9,11.6,2,Yes,Yes,0,13.99
1191,42,Other,11-12-24,13-07-25,USA,Premium,20.6,4.2,1,No,No,1,13.99
1192,56,Male,13-11-22,13-07-25,India,Standard,0.9,56.5,2,Yes,No,1,9.99
1193,50,Other,24-11-22,13-07-25,France,Premium,55.8,93,2,No,No,0,14.99
1194,18,Female,06-08-24,13-07-25,India,Standard,4.4,84.4,4,Yes,Yes,0,9.99
1195,44,Female,29-10-22,13-07-25,India,Basic,42.8,67.6,2,No,No,1,5.99
1196,69,Male,18-10-24,13-07-25,India,Basic,77,13.9,3,No,Yes,0,5.99
1197,30,Male,25-01-23,13-07-25,UK,Premium,9.2,25.4,2,No,Yes,0,13.99
1198,58,Female,29-01-23,13-07-25,USA,Premium,71.6,87.6,1,No,Yes,0,14.99
1199,20,Female,03-05-25,13-07-25,USA,Standard,79.3,18.3,2,Yes,No,1,9.99
1200,56,Male,21-07-24,13-07-25,Canada,Basic,5.4,27.8,0,Yes,No,0,5.99
1201,23,Male,14-11-24,13-07-25,France,Basic,70.7,13,5,Yes,Yes,0,6.99
1202,25,Male,27-03-23,13-07-25,Germany,Premium,41.5,67.6,1,No,Yes,0,13.99
1203,44,Other,29-08-23,13-07-25,UK,Premium,72.6,94.4,0,No,No,1,13.99
1204,26,Male,10-10-24,13-07-25,USA,Standard,45.9,26.9,1,No,Yes,0,9.99
1205,54,Male,10-02-25,13-07-25,France,Premium,53.1,47.5,3,Yes,No,0,13.99
1206,50,Other,01-05-24,13-07-25,France,Standard,43.7,63.4,5,No,Yes,0,10.99
1207,68,Female,08-06-23,13-07-25,UK,Basic,69.2,99.9,5,No,Yes,0,5.99
1208,59,Male,28-10-24,13-07-25,UK,Premium,58.8,10.5,3,No,No,0,14.99
1209,61,Other,19-06-25,13-07-25,France,Premium,41.9,49.9,5,Yes,Yes,0,13.99
1210,41,Male,22-05-23,13-07-25,Canada,Premium,69.5,38.5,3,No,No,1,14.99
1211,32,Male,10-11-23,13-07-25,USA,Standard,20,86.6,0,Yes,Yes,0,9.99
1212,49,Other,24-03-24,13-07-25,Germany,Basic,13,47.6,4,No,No,0,5.99
1213,49,Female,22-05-25,13-07-25,Germany,Basic,13.3,11.1,1,Yes,Yes,0,5.99
1214,41,Other,18-04-25,13-07-25,Germany,Basic,27.1,63.4,3,No,Yes,0,5.99
1215,58,Male,14-02-24,13-07-25,India,Premium,19.5,77.1,1,Yes,No,0,13.99
1216,69,Female,24-05-24,13-07-25,USA,Basic,74.4,0.3,0,Yes,No,0,6.99
1217,66,Other,25-09-24,13-07-25,India,Basic,8.9,85.9,4,Yes,No,0,
1218,66,Other,14-06-24,13-07-25,India,Basic,56.1,18.6,0,Yes,Yes,0,5.99
1219,69,Female,17-01-23,13-07-25,France,Premium,15.5,55.2,5,Yes,Yes,0,13.99
1220,29,Male,03-08-23,13-07-25,India,Premium,70.6,41.6,1,Yes,No,1,14.99
1221,56,Other,28-06-23,13-07-25,Canada,Standard,76.9,72,4,No,No,1,9.99
1222,19,Other,21-10-22,13-07-25,Canada,Standard,37.5,37.1,5,No,Yes,0,
1223,20,Other,21-12-23,13-07-25,UK,Standard,70.4,87,4,Yes,No,0,9.99
1224,66,Male,15-08-22,13-07-25,UK,Standard,0.9,73,5,Yes,Yes,0,9.99
1225,54,Other,12-01-25,13-07-25,USA,Basic,65.7,64.8,0,No,No,1,5.99
1226,66,Female,20-11-24,13-07-25,USA,Standard,18.7,79.6,3,Yes,No,0,9.99
1227,34,Female,06-07-23,13-07-25,Canada,Standard,72.7,75.4,1,Yes,Yes,1,9.99
1228,66,Other,13-01-25,13-07-25,UK,Standard,0.6,3.6,2,Yes,Yes,0,
1229,19,Other,21-06-23,13-07-25,France,Premium,44.7,39.5,2,Yes,Yes,1,
1230,19,Female,25-07-22,13-07-25,UK,Basic,60.7,93.1,0,No,No,1,5.99
1231,45,Female,01-11-22,13-07-25,India,Premium,21.1,12.6,1,No,Yes,1,13.99
1232,40,Other,20-03-25,13-07-25,Germany,Basic,15.9,73.7,,No,Yes,0,5.99
1233,54,Female,13-10-22,13-07-25,France,Standard,7.2,97.5,0,No,Yes,0,10.99
1234,49,Male,04-07-23,13-07-25,Germany,Premium,26.5,5.2,1,No,No,0,13.99
1235,50,Male,26-10-22,13-07-25,Germany,Basic,45,68.2,3,No,No,0,5.99
1236,18,Male,31-08-22,13-07-25,Canada,Premium,9.7,46.8,0,No,No,0,13.99
1237,36,Male,09-12-23,13-07-25,Germany,Premium,30.4,57.9,3,No,No,0,13.99
1238,19,Female,01-11-22,13-07-25,Germany,Basic,1.2,8.5,1,Yes,Yes,0,
1239,61,Male,19-09-24,13-07-25,India,Basic,65.6,4.3,0,No,Yes,0,5.99
1240,43,Other,18-07-23,13-07-25,USA,Standard,10.7,66.7,1,No,No,0,9.99
1241,49,Other,19-09-23,13-07-25,Canada,Standard,23,82.3,0,No,No,0,9.99
1242,23,Male,18-05-25,13-07-25,UK,Standard,2,78.2,1,Yes,No,1,9.99
1243,49,Other,06-08-24,13-07-25,India,Premium,34.9,54.4,3,Yes,No,0,13.99
1244,21,Male,11-06-23,13-07-25,Germany,Standard,67.3,10,3,No,Yes,0,9.99
1245,28,Male,28-10-24,13-07-25,UK,Basic,31.7,68.8,1,No,No,0,5.99
1246,34,Male,04-02-23,13-07-25,India,Premium,14.8,24.2,0,No,Yes,1,13.99
1247,55,Other,17-12-24,13-07-25,France,Basic,60.4,91.1,2,Yes,No,0,5.99
1248,41,Other,25-12-24,13-07-25,France,Premium,63.2,83.8,3,No,No,0,13.99
1249,22,Male,17-07-24,13-07-25,Canada,Basic,14.3,70.9,3,Yes,Yes,0,6.99
1250,69,Male,26-07-23,13-07-25,Germany,Basic,61.8,94.9,5,No,No,0,5.99
1251,51,Male,17-07-24,13-07-25,Canada,Standard,75.8,3.1,2,No,Yes,0,9.99
1252,23,Male,06-04-24,13-07-25,France,Standard,13.7,73.6,1,No,Yes,1,9.99
1253,39,Female,05-05-23,13-07-25,India,Premium,61.8,33,0,No,No,1,13.99
1254,28,Male,07-12-22,13-07-25,UK,Standard,56.8,90.6,5,No,No,0,9.99
1255,65,Other,11-12-22,13-07-25,USA,Premium,38.1,26.7,1,No,Yes,0,
1256,33,Male,02-05-25,13-07-25,Germany,Basic,5.1,72.5,4,Yes,Yes,0,5.99
1257,50,Female,13-05-24,13-07-25,Canada,Premium,6.4,87.8,3,Yes,No,0,13.99
1258,26,Other,15-01-24,13-07-25,UK,Basic,68.3,4.2,4,Yes,Yes,0,6.99
1259,23,Female,02-05-24,13-07-25,UK,Basic,79.2,39.8,3,Yes,No,0,5.99
1260,33,Male,12-04-24,13-07-25,USA,Basic,54.2,76.2,3,No,Yes,1,
1261,46,Other,08-07-24,13-07-25,India,Premium,36,45.5,4,No,Yes,1,13.99
1262,20,Male,06-10-22,13-07-25,USA,Premium,52,26.7,4,Yes,No,0,14.99
1263,37,Other,25-05-25,13-07-25,USA,Standard,47.8,22,1,Yes,No,0,10.99
1264,53,Other,24-04-25,13-07-25,India,Standard,31,13.2,5,No,No,0,
1265,36,Other,12-04-25,13-07-25,India,Basic,5.7,85.7,5,No,No,0,
1266,43,Female,13-12-22,13-07-25,India,Basic,65.8,57.5,4,No,Yes,0,6.99
1267,20,Male,16-10-22,13-07-25,UK,Premium,30.1,7.6,1,No,Yes,0,14.99
1268,36,Female,30-03-24,13-07-25,UK,Standard,65.6,38.3,5,No,Yes,1,9.99
1269,37,Female,23-12-23,13-07-25,Germany,Premium,20.6,36.8,1,No,Yes,0,13.99
1270,49,Male,30-12-22,13-07-25,France,Premium,0.6,18.2,1,Yes,Yes,0,13.99
1271,24,Male,04-08-23,13-07-25,Germany,Premium,13.1,43.6,3,Yes,No,0,
1272,69,Male,07-05-23,13-07-25,USA,Basic,37.7,33.2,5,No,Yes,0,6.99
1273,58,Other,05-05-23,13-07-25,USA,Basic,75.6,34.2,5,Yes,No,0,
1274,50,Female,24-10-24,13-07-25,Germany,Standard,8.6,73.9,3,No,Yes,0,10.99
1275,57,Female,09-06-24,13-07-25,Canada,Basic,68.4,22.3,4,No,Yes,0,5.99
1276,56,Female,16-02-23,13-07-25,France,Basic,42.4,64.2,3,No,No,0,5.99
1277,35,Female,29-04-24,13-07-25,USA,Premium,66.2,57.1,5,Yes,Yes,0,13.99
1278,57,Female,25-04-23,13-07-25,Canada,Basic,24.2,56.8,5,Yes,Yes,1,5.99
1279,18,Other,19-09-23,13-07-25,Canada,Premium,67.3,66.3,4,No,Yes,0,13.99
1280,28,Male,01-07-24,13-07-25,France,Standard,61.9,54.8,3,Yes,No,0,
1281,45,Other,06-08-23,13-07-25,India,Basic,18.8,87.9,0,No,Yes,0,6.99
1282,42,Other,08-11-22,13-07-25,UK,Standard,10.9,67.6,0,Yes,Yes,0,9.99
1283,67,Other,01-06-24,13-07-25,Germany,Basic,69.5,54.7,4,No,No,0,5.99
1284,40,Male,14-11-24,13-07-25,France,Premium,77.1,83,3,Yes,No,1,13.99
1285,48,Male,13-12-22,13-07-25,UK,Basic,3,60.6,3,No,No,1,5.99
1286,47,Female,30-09-22,13-07-25,Germany,Premium,58.6,29.1,1,Yes,No,0,13.99
1287,59,Other,22-04-25,13-07-25,UK,Standard,72.8,20.7,5,Yes,No,0,9.99
